宁都县城郊卫生院土围诊所,NDXCJWSYTWZS,DWI00023562
黄土岗镇横坑村卫生所,HTGZHKCWSS,DWI00020214
玉山县岩瑞镇健民药店*,YSXYRZJMYD*,DWI00013731
玉山县文成镇李群药店*,YSXWCZLQYD*,DWI00013724
吉水县水口村卫生所(一),JSXSKCWSS(Y),DWI00002915
燕坊村三卫生所(曹泽花),YFCSWSS(CZH),DWI00010718
马影罗岭村诊所(张桂华),MYLLCZS(ZGH),DWI00010384
黄土岗中心卫生院(两网),HTGZXWSY(LW),DWI00018252
万载县马步乡郭村卫生所,WZXMBXGCWSS,DWI00010488
上饶市信州区百草堂药房,SRSXZQBCTYF,DWI00004978
上高县泗溪镇中心卫生院,SGXXZZXWSY,DWI00001564
下村镇何家村第二卫生所,XCZHJCDEWSS,DWI00017302
中村村卫生室（程水英）,ZCCWSSCSY,DWI00005431
乔亭村卫生所（曾先林）,QTCWSSZXL,DWI00007154
吉安县临安药店,JAXLAYD,DWI00000291
吉安县兴康药店,JAXXKYD,DWI00003245
吉安县安康药店,JAXAKYD,DWI00020725
吉安市吉福药店,JASJFYD,DWI00002635
吉安百姓大药房,JABXDYF,DWI00007907
吕林生中医诊所,LLSZYZS,DWI00006253
吴世平中医诊所,WSPZYZS,DWI00009692
城区汪田寿诊所,CQWTSZS,DWI00001420
大余县兆祥药店,DYXZXYD,DWI00007277
奉新县娄王药店,FXXLWYD,DWI00000783
婺源县一康药房,YXYKYF,DWI00003524
婺源县益民药店,YXYMYD,DWI00002388
安远县北方医院,AYXBFYY,DWI00008349
安远县济生药店,AYXJSYD,DWI00002984
宜丰县新庄药店,YFXXZYD,DWI00000361
宜春市福林药店,YCSFLYD,DWI00008115
寻乌县人民医院,XWXRMYY,DWI00017379
寻乌友邦大药房,XWYBDYF,DWI00006662
小松中心卫生院,XSZXWSY,DWI00020691
尚庄云庄卫生所,SZYZWSS,DWI00000057
岭东乡永康药店,LDXYKYD,DWI00019614
峡江县保健药店,XJXBJYD,DWI00004710
峡江县同人药店,XJXTRYD,DWI00016445
峡江县砚溪药店,XJXYXYD,DWI00000870
崇义县便民药店,CYXBMYD,DWI00021231
崇义县神龙药店,CYXSLYD,DWI00013838
嵩峰中心卫生院,FZXWSY,DWI00010067
巫加球中医诊所,WJQZYZS,DWI00000978
广丰县长春药店,GFXCCYD,DWI00001724
广昌县大众药房,GCXDZYF,DWI00004471
弋阳县平安药房,YXPAYF,DWI00007771
张齐勇中医诊所,ZQYZYZS,DWI00010515
彭泽县康平药店,PZXKPYD,DWI00007565
彭泽县惠民药店,PZXHMYD,DWI00007585
江西大自然医药商贸有限公司,JXDZRYYSMYXGS,DWI00022082
玉山县六都乡六都药店（连）,YSXLDXLDYDL,DWI00003020
赣州市章贡区樟树大药房东郊店,GZSZGQZSDYFDJD,DWI00009577
凤鸣村卫生所第一分所（雷美华）,FMCWSSDYFSLMH,DWI00007229
居委会卫生所第二分所（陈都清）,JWHWSSDEFSCDQ,DWI00006843
弋阳县南岩镇光辉村简建军卫生室,YXNYZGHCJJJWSS,DWI00020779
彭泽县长山村第二分所（王小云）,PZXCSCDEFSWXY,DWI00006538
江西省丰成医药有限公司荷湖药店,JXSFCYYYXGSHHYD,DWI00021898
湖口流泗镇骨伤科诊所（骆美凤）,HKLZGSKZSLMF,DWI00008199
棉船复排村卫生所第二分所(阳胜根),MCFPCWSSDEFS(YSG),DWI00007365
湖口县流芳乡流芳村卫生所(周艳清),HKXLFXLFCWSS(ZYQ),DWI00015837
江西省医药集团新余公司新庆余堂连锁总店花矿药店,JXSYYJTXYGSXQYTLSZDHKYD,DWI00017112
象山兴康大药房有限公司,XSXKDYFYXGS,DWI00020481
贵溪市健康大药房都市店,GXSJKDYFDSD,DWI00020072
鄱阳县莲湖乡同仁堂药店,YXLHXTRTYD,DWI00004008
青林村卫生所曹开钟诊室,QLCWSSCKZZS,DWI00020345
高田村卫生所（谢发红）,GTCWSSXFH,DWI00014192
鸣山村卫生所金坤荣诊室,MSCWSSJKRZS,DWI00020362
鹰潭市月湖区爱心大药房,YTSYHQAXDYF,DWI00001617
黄墩村卫生所徐万来诊室,HDCWSSXWLZS,DWI00014403
黄沙乡黄沙村张均卫生室,HSXHSCZJWSS,DWI00009392
江西博斯宇医药有限公司*,JXBSYYYYXGS*,DWI00021876
宋埠镇三洪村卫生所(洪雷),SBZSHCWSS(HL),DWI00002706
广丰县永丰卫生所(何小华),GFXYFWSS(HXH),DWI00004513
接渡周家村卫生所(金建华),JDZJCWSS(JJH),DWI00018957
樟树市山前乡卫生院(两网),ZSSSQXWSY(LW),DWI00000127
韶口大塘村卫生所(刘善珠),SKDTCWSS(LSZ),DWI00018439
东江村卫生所凌渭求医疗点,DJCWSSLWQYLD,DWI00006447
乐安县万崇镇上罗村卫生所,LAXWCZSLCWSS,DWI00017982
乐安县万崇镇池头村卫生所,LAXWCZCTCWSS,DWI00017987
乐安县万崇镇盐丰村卫生所,LAXWCZYFCWSS,DWI00017988
乐安县牛田镇麻坑村卫生所,LAXNTZMKCWSS,DWI00017992
乐安县罗陂乡上洋村卫生所,LAXLXSYCWSS,DWI00017978
乐安县罗陂乡杏元村卫生所,LAXLXXYCWSS,DWI00017968
乐安县龚坊镇炉下村卫生所,LAXGFZLXCWSS,DWI00018026
九江市南湖人民平价大药房,JJSNHRMPJDYF,DWI00005385
九江市延康大药房有限公司,JJSYKDYFYXGS,DWI00014792
于都县宽田乡马头村卫生所,YDXKTXMTCWSS,DWI00019077
于都县靖石乡任头村卫生所,YDXJSXRTCWSS,DWI00017124
余江县潢溪村卫生所一分所,YJXXCWSSYFS,DWI00008621
兴国县老百姓大药房崇贤店,XGXLBXDYFCXD,DWI00018113
吉安县永阳镇樟树周氏药店,JAXYYZZSZSYD,DWI00004378
吉安市吉州区百草堂大药房,JASJZQBCTDYF,DWI00020487
吉安市朋盛大药房有限公司,JASPSDYFYXGS,DWI00021871
吉安市青原区同康堂大药房,JASQYQTKTDYF,DWI00017191
永丰县沙溪华康药店,YFXSXHKYD,DWI00003869
永丰县沿陂庆丰药店,YFXYQFYD,DWI00004404
永丰县龙冈畲乡药店,YFXLGXYD,DWI00000362
永修县尚德堂大药房,YXXSDTDYF,DWI00001177
永修县开心人大药房,YXXKXRDYF,DWI00013742
永新县人人康大药房,YXXRRKDYF,DWI00015447
永新县好医师大药房,YXXHYSDYF,DWI00014350
永新县好医生大药房,YXXHYSDYF,DWI00000363
永新县杨桥百姓药店,YXXYQBXYD,DWI00002367
永新县福生堂大药房,YXXFSTDYF,DWI00014231
永新埠前益民堂药店,YXBQYMTYD,DWI00005719
泰和县沙村仁和药店,THXSCRHYD,DWI00020553
泰和县碧溪鑫济药店,THXBXJYD,DWI00017173
塘下村卫生所操阳生诊室,TXCWSSCYSZS,DWI00020509
普宁市丰鑫药业有限公司,PNSFYYYXGS,DWI00013815
雄石街道仙桥社区服务站,XSJDXQSQFWZ,DWI00023135
乐安县龚坊镇殷坊村卫生所,LAXGFZYFCWSS,DWI00018018
众卜黎桥卫生所（胡正乐）,ZBLQWSSHZL,DWI00021181
南康市大坪村刘誉平卫生所,NKSDPCLYPWSS,DWI00013910
后港菱田卫生所（石道海）,HGLTWSSSDH,DWI00007916
广丰县昌盛堂大药房枧底店,GFXCSTDYFDD,DWI00023837
长山龙村卫生所王宇丰诊室,CSLCWSSWYFZS,DWI00020538
鹰潭市民生大药房环城路店,YTSMSDYFHCLD,DWI00021878
天红镇农科所卫生所(钱志勇),THZNKSWSS(QZY),DWI00006908
徐步村卫生所陈北星诊室(余),XBCWSSCBXZS(Y),DWI00013791
江西寿兴堂药房医药连锁有限公司,JXSXTYFYYLSYXGS,DWI00023704
江西黄庆仁栈华氏大药房有限公司**,JXHQRZHSDYFYXGS**,DWI00023297
万载县康乐街道卫生院西门社区医疗所,WZXKLJDWSYXMSQYLS,DWI00021265
井冈山市古城镇大众药店,JGSSGCZDZYD,DWI00023386
后港义方卫生所,HGYFWSS,DWI00018290
哈药集团制药六厂,HYJTZYLC,DWI00011560
武汉创元医药生物有限公司,WHCYYYSWYXGS,DWI00019443
席建生诊所,XJSZS,DWI00008026
陆旭春诊所,LXCZS,DWI00023379
樟桥村卫生所,ZQCWSS,DWI00023299
长溪村卫生室,CXCWSS,DWI00022936
南城华康大药房,NCHKDYF,DWI00001098
上高县永康堂药房,SGXYKTYF,DWI00000328
杨桥山下村卫生所,YQSXCWSS,DWI00015555
章贡区立康大药房,ZGQLKDYF,DWI00023609
鹰潭市康源大药房,YTSKYDYF,DWI00023670
龙南县益民药店,LNXYMYD,DWI00009506
龙南县锦盛药店,LNXJSYD,DWI00017012
龙虎山复康医院,LHSFKYY,DWI00019332
余干县安康药店*,YGXAKYD*,DWI00019740
余干县盛益药店*,YGXSYYD*,DWI00001198
玉山县文成药店*,YSXWCYD*,DWI00013720
玉山县站前药店*,YSXZQYD*,DWI00008336
赣县友邦大药房*,GXYBDYF*,DWI00021072
便民药店(宜黄县),BMYD(YHX),DWI00000911
大桥卫生院(两网),DQWSY(LW),DWI00000721
万年县康尔惠药店,WNXKEHYD,DWI00008027
万载县家家乐药店,WZXJJLYD,DWI00015552
万载县百姓大药房,WZXBXDYF,DWI00018621
上高县康华大药房,SGXKHDYF,DWI00004323
上高县开心大药房,SGXKXDYF,DWI00000786
上高县晏小明诊所,SGXXMZS,DWI00001903
上高县蒙山卫生院,SGXMSWSY,DWI00003448
上高县镇渡卫生院,SGXZDWSY,DWI00002253
丰城市万仁大药房,FCSWRDYF,DWI00013474
丰城市同济大药房,FCSTJDYF,DWI00016382
丰城市梅苑大药房,FCSMYDYF,DWI00018116
临江街道康宁药店,LJJDKNYD,DWI00016216
临江街道益康门诊,LJJDYKMZ,DWI00020094
临江镇永安大药房,LJZYADYF,DWI00019978
高安市田南上历卫生所,GASTNSLWSS,DWI00003887
高家卫生所（方国长）,GJWSSFGC,DWI00008877
鹰潭市九九平价大药房,YTSJJPJDYF,DWI00016367
鹰潭市月湖区安康药房,YTSYHQAKYF,DWI00009372
黄土岗镇黄岗村卫生所,HTGZHGCWSS,DWI00018496
余干县黄金埠力生药店*,YGXHJBLSYD*,DWI00010546
玉山县六都乡玉明药店*,YSXLDXYMYD*,DWI00013722
玉山县六都乡群利药店*,YSXLDXQLYD*,DWI00013718
玉山县冰溪镇为民药房*,YSXBXZWMYF*,DWI00009008
玉山县白云镇国盛药店*,YSXBYZGSYD*,DWI00016242
玉山县紫湖镇百姓药店*,YSXZHZBXYD*,DWI00013713
会昌县吉泰大药房(西江),HCXJTDYF(XJ),DWI00017578
余粮村卫生所(欧阳小芒),YLCWSS(OYXM),DWI00006909
北坑村卫生所二室(停用),BKCWSSES(TY),DWI00010693
村前村卫生所二室(停用),CQCWSSES(TY),DWI00006022
横江平阳卫生室(谢运有),HJPYWSS(XYY),DWI00014010
洪岩甘村卫生所(董建华),HYGCWSS(DJH),DWI00017888
涌山煤矿卫生所(胡家彩),YSMKWSS(HJC),DWI00018168
田头镇田头村卫生所(七),TTZTTCWSS(Q),DWI00018530
万安县韶口乡永春药店,WAXSKXYCYD,DWI00018445
万安县高陂镇富康药店,WAXGZFKYD,DWI00000812
万安县高陂镇民康药店,WAXGZMKYD,DWI00002738
万载县卫协金三角诊所,WZXWXJSJZS,DWI00019104
万载县株潭中心卫生院,WZXZTZXWSY,DWI00018285
万载县株潭镇利民药店,WZXZTZLMYD,DWI00005182
上饶县王强中西医诊所,SRXWQZXYZS,DWI00018789
上饶县皂头镇康健药店,SRXZTZKJYD,DWI00009003
九江昭辉平价大药房,JJZHPJDYF,DWI00005792
于都县仙下保康药店,YDXXXBKYD,DWI00018665
于都孙伯阳中医诊所,YDSBYZYZS,DWI00006078
会昌县城吉泰大药房,HCXCJTDYF,DWI00015030
会昌县高排中西药房,HCXGPZXYF,DWI00001062
余江县天赐康大药房,YJXTCKDYF,DWI00001100
余江县锦江爱民药店,YJXJJAMYD,DWI00009703
信丰县新田家和药店,XFXXTJHYD,DWI00009569
信丰县益仁堂大药房,XFXYRTDYF,DWI00021025
全起江西医内科诊所,QQJXYNKZS,DWI00008866
八景镇庄头卫生三所,BJZZTWSSS,DWI00019847
兴国县回春堂大药房,XGXHCTDYF,DWI00007856
南康效权平价大药房,NKXQPJDYF,DWI00009166
双溪乡水头村卫生所,SXXSTCWSS,DWI00005787
吉安县卫生健民药店,JAXWSJMYD,DWI00010514
吉安县康福堂大药房,JAXKFTDYF,DWI00001114
吉安县梅塘汤济药店,JAXMTTJYD,DWI00004373
吉安县永阳方民药店,JAXYYFMYD,DWI00000816
吉安县登龙乡卫生院,JAXDLXWSY,DWI00013056
吉水县彤天和大药房,JSXTTHDYF,DWI00008895
吕蒙乡官庄村卫生室,LMXGZCWSS,DWI00019889
君埠乡空坑村卫生室,JBXKKCWSS,DWI00013141
唐江寿生平价大药房,TJSSPJDYF,DWI00020405
均口镇隆下村卫生室,JKZLXCWSS,DWI00002332
城北社区卫生服务站,CBSQWSFWZ,DWI00008288
夏畈镇城门村卫生所,XZCMCWSS,DWI00010143
大由乡大由村卫生室,DYXDYCWSS,DWI00014222
奉新县宋埠镇卫生院,FXXSBZWSY,DWI00018959
奉新县秀红健康药店,FXXXHJKYD,DWI00001599
奉新县赤田镇卫生院,FXXCTZWSY,DWI00005137
婺源县百草堂大药房,YXBCTDYF,DWI00001741
婺源县老百姓大药房,YXLBXDYF,DWI00002452
婺源县许村小胡药店,YXXCXHYD,DWI00005462
安义县尚德堂大药房,AYXSDTDYF,DWI00010860
安福县洲湖恒信药店,AFXZHHXYD,DWI00000740
定南县和顺村卫生所,DNXHSCWSS,DWI00001982
定南县好一生大药房,DNXHYSDYF,DWI00002842
宜丰县天成北门药店,YFXTCBMYD,DWI00015497
宜丰县石市平民药店,YFXSSPMYD,DWI00009846
宜春市神农堂大药房,YCSSNTDYF,DWI00002115
宜黄县黄陂诚心药店,YHXHCXYD,DWI00008660
广丰县永盛大药房,GFXYSDYF,DWI00004454
广丰县长龄春药房,GFXCLCYF,DWI00003116
安福县寮塘乡平安药店,AFXTXPAYD,DWI00014612
定南县岭北中心卫生院,DNXLBZXWSY,DWI00017467
定南县郑红波内科诊所,DNXZHBNKZS,DWI00009538
宜春江南医药有限公司,YCJNYYYXGS,DWI00015098
宜黄县东陂镇康仁药店,YHXDZKRYD,DWI00007805
泰和县苏溪镇卫生院,THXSXZWSY,DWI00000337
泰和县螺溪建平药店,THXLXJPYD,DWI00005416
洋湖乡东阁村卫生所,YHXDGCWSS,DWI00018533
洋湖乡洋湖村卫生所,YHXYHCWSS,DWI00014845
洪岩项家庄村卫生所,HYXJZCWSS,DWI00018712
海会镇高垅村卫生所,HHZGCWSS,DWI00014536
清湖村卫生所诊疗点,QHCWSSZLD,DWI00003016
渝水敖鹏林中医诊所,YSAPLZYZS,DWI00005590
渝水黄国平内科诊所,YSHGPNKZS,DWI00015280
湓城镇瑞丰村卫生所,CZRFCWSS,DWI00017667
燕坊镇金坂村卫生所,YFZJCWSS,DWI00010046
瑞昌市亦春堂大药房,RCSYCTDYF,DWI00019461
瑞昌市尚德堂大药房,RCSSDTDYF,DWI00003103
瑞昌市武蛟乡卫生院,RCSWXWSY,DWI00015404
瑞昌市百姓缘大药房,RCSBXYDYF,DWI00016501
瑞昌市神农草大药房,RCSSNCDYF,DWI00013256
瑞昌市花园乡卫生院,RCSHYXWSY,DWI00015787
瑞金市四海堂大药房,RJSSHTDYF,DWI00006381
瑞金市福源堂大药店,RJSFYTDYD,DWI00000320
白露双凤刘长优诊所,BLSFLCYZS,DWI00020604
白露周家周新平诊所,BLZJZXPZS,DWI00020607
景德镇市康福大药店,JDZSKFDYD,DWI00016547
景德镇市蓝天大药房,JDZSLTDYF,DWI00001883
杏花村何海生卫生所,XHCHHSWSS,DWI00020945
杨洲乡南屏村卫生所,YZXNPCWSS,DWI00014674
杨溪村卫生所一分所,YXCWSSYFS,DWI00020874
桃源村郑红琴卫生室,TYCZHQWSS,DWI00008999
梅林镇上庙村卫生所,MLZSMCWSS,DWI00019800
梅林镇梅林村卫生所,MLZMLCWSS,DWI00016877
棠阴镇硖石村卫生所,TYZSCWSS,DWI00008934
樟树市百姓缘大药房,ZSSBXYDYF,DWI00009168
横龙镇壶丘村卫生所,HLZHQCWSS,DWI00005514
武宁县三君堂大药房,WNXSJTDYF,DWI00003278
武宁县新宁镇卫生院,WNXXNZWSY,DWI00014380
武宁县新放心大药房,WNXXFXDYF,DWI00014644
水北镇潭江村卫生所,SBZTJCWSS,DWI00018866
水南背居委会卫生所,SNBJWHWSS,DWI00005938
永丰县上固平安药店,YFXSGPAYD,DWI00019427
永丰县佐龙弘安药店,YFXZLHAYD,DWI00003906
永丰县君埠民康药店,YFXJBMKYD,DWI00002026
永丰县好医生大药房,YFXHYSDYF,DWI00016104
石城县梅福村卫生室,SCXMFCWSS,DWI00020726
章贡区小南门大药房,ZGQXNMDYF,DWI00019578
章贡区新和乐大药房,ZGQXHLDYF,DWI00021082
童家镇里屋孔平诊所,TJZLWKPZS,DWI00020606
莲花县保康堂大药房,LHXBKTDYF,DWI00016909
莲花县同济堂大药房,LHXTJTDYF,DWI00015739
莲花县开心人大药房,LHXKXRDYF,DWI00015431
萍乡市仁和堂大药房,PXSRHTDYF,DWI00008331
西江镇西江村卫生所,XJZXJCWSS,DWI00010475
赣州市益寿堂大药房,GZSYSTDYF,DWI00007942
进贤县李渡临安药店,JXXLDLAYD,DWI00008070
遂川县百姓福大药房,SCXBXFDYF,DWI00001384
邓家乡松湖村卫生所,DJXSHCWSS,DWI00018243
邱晓阳个体中医诊所,QXYGTZYZS,DWI00014398
鄱阳县柘港红星药店,YXGHXYD,DWI00019567
鄱阳县珠湖平价药店,YXZHPJYD,DWI00004498
金溪县双塘镇卫生院,JXXSTZWSY,DWI00003457
金溪县对桥乡卫生院,JXXDQXWSY,DWI00000120
金龙镇凹下村卫生所,JLZAXCWSS,DWI00009438
铜鼓县城西联合诊所,TGXCXLHZS,DWI00000774
铜鼓县尚德堂大药房,TGXSDTDYF,DWI00002608
青龙镇响龙村卫生所,QLZXLCWSS,DWI00016378
靖安县宝峰大众药店,JAXBFDZYD,DWI00003217
靖安县黄义生堂药店,JAXHYSTYD,DWI00000182
靖石乡长赖村卫生所,JSXCLCWSS,DWI00017885
高安市八景百信药店,GASBJBXYD,DWI00017922
高安市好医生大药房,GASHYSDYF,DWI00019420
鹰潭市济生堂大药房,YTSJSTDYF,DWI00001629
抚州市百姓平价大药房,FZSBXPJDYF,DWI00018973
敖溪镇林头村（刘坚）,AXZLTCLJ,DWI00015152
新余市中医学会门诊部,XYSZYXHMZB,DWI00020665
新余市健民平价大药房,XYSJMPJDYF,DWI00004165
新余市和济生祥大药房,XYSHJSXDYF,DWI00003268
新余市百姓阳光大药房,XYSBXYGDYF,DWI00003297
新余市红十字会门诊部,XYSHSZHMZB,DWI00002573
景德镇市聚草堂大药房,JDZSJCTDYF,DWI00014815
景德镇浮梁赵林志诊所,JDZFLZLZZS,DWI00000679
樟树市临江镇和春药店,ZSSLJZHCYD,DWI00016278
樟树市临江镇平安药店,ZSSLJZPAYD,DWI00020714
樟树市刘公庙永泰药店,ZSSLGMYTYD,DWI00018788
樟树市经楼镇泰安药店,ZSSJLZTAYD,DWI00018842
江西友邦医药有限公司,JXYBYYYXGS,DWI00020948
江西天顺医药有限公司,JXTSYYYXGS,DWI00019607
江西庆隆医药有限公司,JXQLYYYXGS,DWI00004230
江西志诚药业有限公司,JXZCYYYXGS,DWI00019680
江西泰和医药有限公司,JXTHYYYXGS,DWI00000824
江西赣西医药有限公司,JXGXYYYXGS,DWI00020995
河北村卫生所吴华诊室,HBCWSSWHZS,DWI00020503
钱家村卫生所张河亮诊室,QJCWSSZHLZS,DWI00005376
铁炉村卫生所刘志祥诊室,TLCWSSLZXZS,DWI00020527
铁炉村卫生所刘旗开诊室,TLCWSSLQKZS,DWI00020530
铜鼓县尚德堂大药房一部,TGXSDTDYFYB,DWI00019616
永新县日新大药房,YXXRXDYF,DWI00009428
永新县百姓大药房,YXXBXDYF,DWI00005581
永新县福民大药房,YXXFMDYF,DWI00020943
洪岩段家村卫生所,HYDJCWSS,DWI00003491
浮梁县聚草堂药房,FLXJCTYF,DWI00001896
湖口县凰村卫生院,HKXHCWSY,DWI00017143
湖口县武山卫生院,HKXWSWSY,DWI00019733
漳田村李忠莲诊室,ZTCLZLZS,DWI00017519
潞田镇许青云诊所,LTZXQYZS,DWI00018182
玉山县乐仁堂药房,YSXLRTYF,DWI00006383
玉山县五洲大药房,YSXWZDYF,DWI00005476
玉山县国春堂药店,YSXGCTYD,DWI00000998
瑞昌市楚翁大药房,RCSCWDYF,DWI00010911
瑞金市华康大药房,RJSHKDYF,DWI00002755
瑞金市康华大药房,RJSKHDYF,DWI00010391
瑞金市民康大药店,RJSMKDYD,DWI00008873
田埠卫生所（六）,TBWSSL,DWI00017711
登龙田心村卫生所,DLTXCWSS,DWI00003410
石城县中洋大药房,SCXZYDYF,DWI00007684
石城县长天卫生院,SCXCTWSY,DWI00021130
石城县龙岗卫生院,SCXLGWSY,DWI00020692
经楼镇吴永辉诊所,JLZWYHZS,DWI00018843
良富村第四卫生所,LFCDSWSS,DWI00002398
芙蓉镇开心大药房,RZKXDYF,DWI00007687
莲花县济民大药房,LHXJMDYF,DWI00015741
萍乡市志健大药房,PXSZJDYF,DWI00005926
萍乡市正茂大药房,PXSZMDYF,DWI00019022
萍乡市蓝天大药房,PXSLTDYF,DWI00019493
萍乡市金陵大药房,PXSJLDYF,DWI00004179
贵溪市北门大药房,GXSBMDYF,DWI00019463
贵溪市百信大药房,GXSBXDYF,DWI00020762
贵溪广安堂大药房,GXGATDYF,DWI00020770
赣县储潭誉民药店,GXCTYMYD,DWI00018150
赣县华尔康大药房,GXHEKDYF,DWI00003212
赣县心连心大药房,GXXLXDYF,DWI00010570
赣县江口华东药店,GXJKHDYD,DWI00010678
赣县田村同春药店,GXTCTCYD,DWI00017304
赣县阳埠健民药店,GXYBJMYD,DWI00018751
赣县韩坊百姓药店,GXHFBXYD,DWI00012873
赣州四季春大药房,GZSJCDYF,DWI00005545
赣州市南河大药店,GZSNHDYD,DWI00009513
赣州市和益大药房,GZSHYDYF,DWI00017041
广昌县众生大药房,GCXZSDYF,DWI00010526
建山枫林卫生三所,JSFLWSSS,DWI00020757
建山英岭卫生一所,JSYLWSYS,DWI00006329
建山镇坎头卫生所,JSZKTWSS,DWI00001078
弋阳县万家康药店,YXWJKYD,DWI00020595
弋阳县益仁堂药店,YXYRTYD,DWI00020188
彭泽县护生大药房,PZXHSDYF,DWI00007644
彭泽县湖西卫生院,PZXHXWSY,DWI00000354
彭泽县车站大药房,PZXCZDYF,DWI00007637
彭泽县龙城大药房,PZXLCDYF,DWI00008287
德兴市惟德堂药房,DXSWDTYF,DWI00006392
德安县东风大药房,DAXDFDYF,DWI00009801
抚州市民康大药房,FZSMKDYF,DWI00003697
新余市健康大药房,XYSJKDYF,DWI00004114
新余市康盛大药房,XYSKSDYF,DWI00004309
新余市扬名大药房,XYSYMDYF,DWI00004167
新余市济民大药房,XYSJMDYF,DWI00002015
新余市神农大药房,XYSSNDYF,DWI00019713
新余市福康大药房,XYSFKDYF,DWI00003295
新余市福源大药房,XYSFYDYF,DWI00003521
新余市诚信大药房,XYSCXDYF,DWI00002634
新干县开心大药房,XGXKXDYF,DWI00004289
樟树市义成卫生院,ZSSYCWSY,DWI00017421
武宁县放心大药房,WNXFXDYF,DWI00002559
民盟鹰潭光明诊所,MMYTGMZS,DWI00002415
永丰县上固卫生院,YFXSGWSY,DWI00003971
永丰县哈哈大药房,YFXHHDYF,DWI00000239
宜黄第二医院门诊部,YHDEYYMZB,DWI00013469
寻乌县南桥中西药店,XWXNQZXYD,DWI00007607
寻乌县老百姓大药房,XWXLBXDYF,DWI00006659
小松镇丹溪村卫生室,XSZDXCWSS,DWI00021102
崇仁县开心人大药房,CRXKXRDYF,DWI00017516
带溪乡红群村卫生所,DXXHQCWSS,DWI00003707
带溪乡高岭村卫生所,DXXGLCWSS,DWI00000743
广丰县心连心大药房,GFXXLXDYF,DWI00001639
广丰县昌盛堂大药房,GFXCSTDYF,DWI00008751
庄稼村郭国海卫生所,ZJCGGHWSS,DWI00019090
彭泽县华氏药店二部,PZXHSYDEB,DWI00007698
彭泽县康仁堂大药房,PZXKRTDYF,DWI00002386
彭泽县朝阳平价药店,PZXCYPJYD,DWI00007670
黄坊乡将上村卫生所,HFXJSCWSS,DWI00006008
黄埠镇上丰村卫生所,HBZSFCWSS,DWI00009554
黄陂镇黄陂村卫生所,HZHCWSS,DWI00015069
龙华社区卫生服务站,LHSQWSFWZ,DWI00004519
峡江县老百姓大药房*,XJXLBXDYF*,DWI00001640
建山镇枫林卫生一所*,JSZFLWSYS*,DWI00018677
新干县家家乐大药房*,XGXJJLDYF*,DWI00001169
玉山县下塘平价药店*,YSXXTPJYD*,DWI00016243
玉山县必姆如意药店*,YSXBMRYYD*,DWI00013712
三和村卫生室(阮检来),SHCWSS(RJL),DWI00014011
上高县华联药房(二部),SGXHLYF(EB),DWI00001296
中沙村卫生所(何华强),ZSCWSS(HHQ),DWI00002322
乘龙村卫生所(童文智),CLCWSS(TWZ),DWI00012940
